,Report Number,Occur Date,Occur Time,Neighborhood
9421,191501248,2019-05-30,1330,Lenox
9422,191501374,2019-05-30,1440,Atlantic Station
9423,191501399,2019-05-30,1430,Campbellton Road
9424,191501744,2019-05-30,1630,Lindbergh/Morosgo
9425,191502505,2019-05-30,2230,Lakewood Heights
9426,191500592,2019-05-29,1600,Ashview Heights
9429,191511010,2019-04-19,1830,West End
9431,191511152,2019-05-31,1240,Old Fourth Ward
9432,191511212,2019-05-31,1300,Summerhill
9434,191511158,2019-05-24,1300,West Paces Ferry/Northside
9435,191510904,2019-05-30,2100,East Lake
9437,191510901,2019-05-30,1930,Old Fourth Ward
9438,191512464,2019-05-31,2030,Lindbergh/Morosgo
9439,191511116,2019-05-31,1220,Berkeley Park
9440,191511129,2019-05-31,1220,Midtown
9441,191511194,2019-05-31,1250,Campbellton Road
9442,191511305,2019-05-31,1400,Midtown
9443,191511410,2019-05-31,1445,Lindbergh/Morosgo
9444,191511653,2019-05-31,1630,Edgewood
9445,191511895,2019-05-21,2225,Atlantic Station
9446,191512118,2019-05-31,2010,Grove Park
9447,191510501,2019-05-30,2345,Mechanicsville
9448,191510615,2019-05-30,1745,Kirkwood
9449,191510753,2019-05-30,1900,Campbellton Road
9450,191510759,2019-05-30,2300,Blair Villa/Poole Creek
9451,191511088,2019-05-30,2000,Harland Terrace
9452,191511953,2019-05-31,1810,Garden Hills
9453,191511957,2019-05-31,1840,Grove Park
9454,191512043,2019-05-25,1845,Center Hill
9455,191510002,2019-05-30,2200,Home Park
9456,191510007,2019-05-30,2130,North Buckhead
9457,191510085,2019-05-30,2130,Downtown
9461,191511106,2019-05-30,1800,Marietta Street Artery
9462,191511184,2019-05-31,1230,Greenbriar
9464,191511304,2019-05-31,1230,Greenbriar
9465,191511321,2019-05-31,1530,Adamsville
9466,191511342,2019-05-31,1300,Castleberry Hill
9467,191511506,2019-05-31,1411,Downtown
9469,191511744,2019-05-31,1545,other
9470,191512050,2019-05-31,1800,Fairburn Mays
9471,191512241,2019-05-31,1730,Reynoldstown
9472,191512473,2019-05-31,2000,Buckhead Village
9473,191512496,2019-05-31,2348,Virginia Highland
9474,191510698,2019-05-25,1600,Loring Heights
9475,191510711,2019-05-30,1730,Westview
9476,191511281,2019-05-29,1700,Reynoldstown
9477,191512133,2019-05-31,1335,North Buckhead
9478,191512134,2019-05-31,1104,Scotts Crossing
9480,191511318,2019-05-31,1323,Lenox
9481,191511411,2019-05-31,1450,High Point
9483,191511609,2019-05-31,1610,Florida Heights
9484,191502595,2019-05-30,2320,other
9485,191512042,2019-05-31,1930,Home Park
9486,191512145,2019-05-31,1930,Adair Park
9487,191512267,2019-05-31,2110,Downtown
9489,191511544,2019-05-31,1552,Inman Park
9490,191511547,2019-05-31,1553,Mechanicsville
9491,191511049,2019-05-31,1155,Midtown
9492,191510656,2019-05-30,2350,Virginia Highland
9493,191510872,2019-05-30,1700,Venetian Hills
9494,191510893,2019-05-17,1100,Sylvan Hills
9495,191510975,2019-05-25,1800,Venetian Hills
9497,191511455,2019-05-30,1400,Downtown
9498,191511705,2019-05-31,1445,Edgewood
9500,191510693,2019-05-30,2230,Cascade Avenue/Road
9502,191511005,2019-04-30,1900,other
9503,191511325,2019-05-31,1413,Piedmont Heights
9504,191510721,2019-05-30,1700,Harland Terrace
9507,191520696,2019-05-31,1500,Ben Hill
9508,191521372,2019-05-31,2100,Grant Park
9509,191520953,2019-06-01,1000,West End
9511,191522277,2019-06-01,2300,Inman Park
9512,191492143,2019-05-28,1130,Old Fourth Ward
9515,191521983,2019-06-01,2044,Oakland City
9519,191520807,2019-06-01,1000,other
9520,191520993,2019-06-01,1228,Adair Park
9521,191521702,2019-06-01,1810,Downtown
9523,191521797,2019-06-01,1855,Center Hill
9524,191522336,2019-06-01,2330,Grant Park
9527,191521628,2019-06-01,1731,Downtown
9528,191520093,2019-05-26,2200,Kirkwood
9529,191520817,2019-06-01,1030,Summerhill
9530,191521439,2019-05-25,1200,Loring Heights
9531,191521781,2019-06-01,1855,West End
9532,191522076,2019-06-01,1500,Peoplestown
9533,191520555,2019-05-31,2300,Peoplestown
9536,191521101,2019-06-01,1200,Lindbergh/Morosgo
9537,191520006,2019-05-31,1820,Lindbergh/Morosgo
9538,191520081,2019-05-31,1700,Brookwood
9540,191520528,2019-05-31,1900,Peachtree Heights West
9542,191520623,2019-05-31,1900,Ben Hill Terrace
9543,191520759,2019-05-27,1600,Brookwood
9544,191520787,2019-05-31,1725,Capitol Gateway
9545,191520871,2019-06-01,1015,Reynoldstown
9546,191520873,2019-05-31,2000,Peachtree Hills
9547,191520959,2019-05-31,2100,Reynoldstown
9548,191521006,2019-05-30,1600,other
9549,191521028,2019-06-01,1200,Greenbriar
9550,191521126,2019-05-31,1900,Underwood Hills
9553,191521611,2019-06-01,1522,Downtown
9554,191521704,2019-06-01,1500,Midtown
9555,191521826,2019-06-01,1730,Midtown
9556,191521911,2019-06-01,1748,East Chastain Park
9557,191521985,2019-06-01,1614,Sweet Auburn
9558,191521987,2019-06-01,1757,Midtown
9559,191522069,2019-06-01,2000,North Buckhead
9560,191522297,2019-06-01,1930,Downtown
9561,191522388,2019-06-01,2220,Old Fourth Ward
9562,191512386,2019-05-31,2230,Ormewood Park
9564,191520218,2019-05-31,2330,Old Fourth Ward
9565,191520571,2019-05-31,2200,Westwood Terrace
9567,191520776,2019-05-31,1830,Downtown
9568,191521136,2019-06-01,1315,Oakland City
9569,191522231,2019-06-01,2045,North Buckhead
9570,191521532,2019-06-01,1710,Old Fourth Ward
9571,191521865,2019-06-01,1930,Lenox
9572,191501631,2019-05-30,1600,Downtown
9573,191512467,2019-05-31,1400,West Highlands
9574,191521206,2019-05-31,2100,Harland Terrace
9575,191522220,2019-06-01,2220,Mozley Park
9576,191530772,2019-06-02,1030,Vine City
9577,191530779,2019-06-02,1100,West End
9578,191531367,2019-06-02,1630,Castleberry Hill
9579,191531561,2019-06-02,1830,Adams Park
9580,191530145,2019-06-01,2100,Midtown
9582,191530548,2019-05-27,1100,Center Hill
9583,191530651,2019-06-01,1800,Lindbergh/Morosgo
9584,191530748,2019-06-01,2300,West End
9585,191530833,2019-06-01,1500,Castleberry Hill
9587,191530063,2019-06-01,1930,Old Fourth Ward
9588,191530115,2019-06-01,2336,Virginia Highland
9589,191530241,2019-06-01,2100,Grant Park
9591,191530521,2019-06-01,1830,Lindbergh/Morosgo
9592,191530542,2019-05-31,1830,Oakland City
9593,191530546,2019-06-01,2130,Ormewood Park
9596,191530660,2019-06-01,2100,Sylvan Hills
9597,191530714,2019-06-01,1630,Morningside/Lenox Park
9599,191530930,2019-06-01,1801,Midtown
9600,191531000,2019-06-01,1300,Downtown
9601,191531093,2019-06-02,1335,Old Fourth Ward
9602,191531445,2019-06-02,1700,North Buckhead
9604,191531481,2019-06-02,1810,Poncey-Highland
9605,191531567,2019-06-02,1800,Sylvan Hills
9606,191531640,2019-05-31,1400,Reynoldstown
9607,191531690,2019-06-01,1300,Capitol View Manor
9608,191522166,2019-06-01,2230,Bolton
9609,191531905,2019-06-02,2200,Inman Park
9610,191531934,2019-06-02,2230,Midtown
9611,191531941,2019-06-02,2154,Inman Park
9612,191532029,2019-06-02,2125,Adamsville
9618,191531047,2019-06-01,1945,Venetian Hills
9620,191531438,2019-06-02,1640,Downtown
9623,191531141,2019-06-02,1453,Custer/McDonough/Guice
9627,191531085,2019-06-02,1400,Monroe Heights
9628,191531207,2019-06-02,1530,other
9631,191530798,2019-06-02,1121,South River Gardens
9633,191530844,2019-05-31,2200,West End
9634,191531281,2019-06-02,1300,Collier Heights
9636,191531414,2019-06-02,1734,Rebel Valley Forest
9637,191540716,2019-06-01,1400,Fort Valley
9638,191540309,2019-05-31,1700,Glenrose Heights
9641,191540570,2019-06-01,1800,other
9642,191541172,2019-05-31,2200,Morningside/Lenox Park
9643,191541356,2019-06-03,1300,Lindridge/Martin Manor
9644,191540475,2019-06-02,1830,Midtown
9645,191541042,2019-05-31,1700,Oakland City
9646,191541090,2019-06-02,2000,Grove Park
9647,191541705,2019-06-02,2100,Venetian Hills
9649,191532007,2019-06-02,1120,West End
9652,191542169,2019-06-01,1900,Lakewood Heights
9653,191532006,2019-06-02,2300,Thomasville Heights
9654,191540016,2019-06-02,2343,Home Park
9655,191542368,2019-06-03,2300,Mozley Park
9656,191541153,2019-06-03,1329,Downtown
9658,191541932,2019-06-03,1830,Southwest
9661,191540893,2019-06-03,1114,Pittsburgh
9662,191541071,2019-06-03,1246,Mechanicsville
9663,191541479,2019-06-02,2000,Adair Park
9664,191540089,2019-06-02,2220,Ansley Park
9665,191540153,2019-06-02,2200,Midtown
9667,191540406,2019-06-02,1905,Downtown
9668,191540472,2019-06-02,2300,Old Fourth Ward
9669,191540479,2019-06-02,1900,Poncey-Highland
9671,191540932,2019-02-03,2330,Midtown
9672,191541123,2019-06-02,1300,Downtown
9673,191541313,2019-06-03,1500,Harris Chiles
9674,191541329,2019-06-01,2115,other
9675,191541354,2019-06-03,1345,Southwest
9676,191541377,2019-06-03,1520,North Buckhead
9677,191541669,2019-06-02,1100,Inman Park
9678,191542115,2019-06-03,1525,Downtown
9679,191542118,2019-06-03,2030,Brookwood Hills
9680,191542134,2019-06-03,1945,Midtown
9681,191542171,2019-06-03,2049,Adamsville
9682,191542197,2019-06-03,2100,Midtown
9683,191542212,2019-06-03,2115,North Buckhead
9684,191542235,2019-06-03,2115,Garden Hills
9685,191541100,2019-06-03,1300,Center Hill
9686,191541677,2019-06-03,1430,Downtown
9689,191540601,2019-05-31,1500,Midtown
9690,191540673,2019-06-02,1915,West End
9691,191540928,2019-06-02,2000,Ansley Park
9693,191541449,2019-06-03,1500,Lindbergh/Morosgo
9694,191541811,2019-06-02,2200,Sylvan Hills
9695,191542211,2019-06-03,2200,Southwest
9696,191542247,2019-06-03,2155,Midtown
9697,191542389,2019-06-03,2359,Glenrose Heights
9698,191542305,2019-06-03,2000,Candler Park
9699,191542321,2019-06-03,2200,Old Fourth Ward
9700,191542374,2019-06-03,2145,Poncey-Highland
9703,191541015,2019-06-03,1212,North Buckhead
9704,191541131,2018-11-13,1000,Lenox
9705,191541204,2019-06-03,1355,Poncey-Highland
9706,191541649,2019-06-03,1630,Old Fourth Ward
9707,191541726,2019-06-03,1725,West End
9708,191541805,2019-06-03,1805,Vine City
9709,191550985,2019-06-04,1150,Lenox
9710,191551153,2019-06-04,1343,North Buckhead
9711,191551268,2019-06-04,1410,Downtown
9712,191551454,2019-06-04,1451,Lenox
9713,191551652,2019-06-04,1615,Lenox
9714,191551920,2019-06-04,1453,Lenox
9715,191550908,2019-06-03,2030,Virginia Highland
9716,191550916,2019-06-04,1050,Arlington Estates
9717,191550922,2019-06-03,1600,Grant Park
9721,191551616,2019-06-04,1400,Midtown
9723,191551937,2019-06-04,1800,Brookwood
9724,191552038,2019-06-04,1910,Old Fourth Ward
9725,191552365,2019-06-04,2311,Candler Park
9726,191552434,2019-06-04,2130,North Buckhead
9729,191550379,2019-06-03,1930,Old Fourth Ward
9730,191550429,2019-06-03,2130,Hunter Hills
9731,191550485,2019-06-03,2130,Lake Claire
9734,191550876,2019-06-04,1100,other
9736,191552155,2019-06-04,1800,Greenbriar
9737,191552284,2019-06-04,2000,Downtown
9738,191552473,2019-06-04,2327,Lindridge/Martin Manor
9740,191551657,2019-06-04,1600,Lenox
9745,191551231,2019-06-02,1100,Benteen Park
9746,191551382,2019-06-03,2200,Lenox
9747,191542287,2019-06-03,2249,West End
9748,191542288,2019-06-03,2025,Midtown
9749,191531803,2019-06-02,1700,Poncey-Highland
9750,191550624,2019-06-03,1400,Grove Park
9751,191550749,2019-06-03,1630,East Atlanta
9752,191550926,2019-05-31,1430,Old Fourth Ward
9753,191550962,2019-06-01,1100,Venetian Hills
9754,191551129,2019-06-04,1245,Midtown
9755,191551303,2019-06-02,1210,Inman Park
9756,191551326,2019-06-04,1008,Morningside/Lenox Park
9757,191551450,2019-06-03,2136,Virginia Highland
9758,191551464,2019-06-03,1345,Oakland City
9759,191551751,2019-06-04,1718,Capitol View
9760,191551995,2019-06-04,1000,Venetian Hills
9761,191552225,2019-06-04,1100,Old Gordon
9764,191551283,2019-05-24,2100,Buckhead Village
9765,191552219,2019-06-04,1400,Mechanicsville
9766,191301871,2019-05-10,1933,Dixie Hills
9767,191550530,2019-06-03,1644,Buckhead Village
9768,191551573,2019-06-04,1626,other
9769,191551583,2019-06-04,1600,Mechanicsville
9770,191551939,2019-06-04,1815,Ben Hill
9772,191551817,2019-06-04,1730,Adamsville
9773,191552364,2019-06-03,2200,West End
9774,191552463,2019-06-04,2320,Fairburn Mays
9775,191551004,2019-06-04,1232,Downtown
9776,191550711,2019-06-03,2000,Center Hill
9778,191550750,2019-06-03,1400,Lakewood Heights
9780,191551413,2019-06-04,1130,West End
9781,191552336,2019-06-04,2145,West End
9783,191551164,2019-06-04,1200,Old Gordon
9784,191560478,2019-06-04,2230,Peachtree Heights East
9785,191561217,2019-06-04,1000,other
9786,191562519,2019-06-05,2150,Ashley Courts
9787,191552477,2019-06-04,2320,Oakland City
9790,191560788,2019-06-04,1630,Scotts Crossing
9792,191560965,2019-05-23,1400,other
9793,191561716,2019-06-05,1100,Fairburn Road/Wisteria Lane
9794,191561766,2019-06-05,1010,Midtown
9800,191561088,2019-06-04,1900,Browns Mill Park
9801,191561275,2019-06-04,1300,West End
9802,191561999,2019-06-05,1800,Lakewood Heights
9803,191562131,2019-06-05,1915,Edgewood
9804,191860772,2019-06-05,1004,Grant Park
9805,191560076,2019-06-04,2300,Oakland City
9806,191562086,2019-06-05,1911,Mechanicsville
9807,191561536,2019-06-05,1515,Atlantic Station
9808,191560019,2019-06-05,2336,Arlington Estates
9810,191561031,2019-06-04,2300,Poncey-Highland
9812,191561455,2019-06-04,1542,Vine City
9813,191561674,2019-05-11,1134,Bankhead/Bolton
9815,191562060,2019-06-05,1543,Lindbergh/Morosgo
9816,191562219,2019-06-04,1342,other
9817,191562267,2019-06-05,1030,Grant Park
9818,191560700,2019-06-05,1100,Carey Park
9820,191560990,2019-05-22,1100,Mays
9822,191561315,2019-06-03,1400,Poncey-Highland
9823,191561815,2019-06-05,1720,other
9824,191561976,2019-06-05,1200,Downtown
9826,191560349,2019-06-04,2300,Sylvan Hills
9832,191561064,2019-06-05,1140,Midtown
9833,191561091,2019-06-04,1830,Old Fourth Ward
9834,191561140,2019-06-05,1245,Woodland Hills
9835,191561183,2019-06-05,1300,Buckhead Village
9836,191561327,2019-06-05,1400,Candler Park
9837,191561334,2019-06-05,1330,Southwest
9838,191561753,2019-06-05,1533,Reynoldstown
9839,191561761,2019-06-03,1900,Ormewood Park
9841,191561862,2019-06-05,1200,Midtown
9843,191562244,2019-06-05,2000,Candler Park
9844,191562265,2019-06-04,2200,Lindridge/Martin Manor
9845,191562343,2019-06-05,2122,East Chastain Park
9846,191552333,2019-06-03,1945,Poncey-Highland
9850,191560764,2019-06-05,1000,Riverside
9851,191561093,2019-06-05,1210,Lenox
9852,191561416,2019-06-05,1450,Atlantic Station
9853,191561460,2019-06-05,1515,Downtown
9854,191561904,2019-06-05,1800,Vine City
9859,191571012,2019-06-06,1100,Vine City
9860,191571170,2019-06-06,1200,Berkeley Park
9861,191571248,2019-06-06,1230,Lindridge/Martin Manor
9862,191571870,2019-06-06,1700,Vine City
9863,191571908,2019-06-06,1715,East Chastain Park
9864,191571953,2019-06-06,1720,Adamsville
9865,191572261,2019-06-06,1955,Vine City
9866,191570019,2019-06-05,1930,Castleberry Hill
9870,191570564,2019-06-05,1900,Downtown
9871,191570598,2019-06-05,1800,Westwood Terrace
9874,191570729,2019-06-05,2300,East Atlanta
9875,191570866,2019-06-06,1014,Pittsburgh
9877,191571065,2019-06-06,1141,The Villages at Carver
9880,191571311,2019-06-06,1130,Castleberry Hill
9881,191571754,2019-06-06,1000,Downtown
9882,191571881,2019-06-06,1230,Midtown
9883,191571990,2019-06-05,2100,Lindridge/Martin Manor
9885,191572533,2019-06-06,2030,Virginia Highland
9888,191570065,2019-06-05,2100,Fairburn Mays
9890,191572566,2019-06-06,2138,Midtown
9891,191572609,2019-06-06,2100,Old Fourth Ward
9892,191571074,2019-06-05,1000,Edgewood
9894,191571899,2019-06-06,1700,Collier Heights
9895,191572611,2019-06-06,1730,Lenox
9898,191570837,2019-06-01,1500,Pittsburgh
9899,191571340,2019-06-06,1340,Home Park
9900,191571611,2019-06-06,1530,Candler Park
9901,191572200,2019-06-06,1330,other
9904,191571253,2019-06-05,1800,Reynoldstown
9906,191572451,2019-06-05,2130,Cascade Avenue/Road
9907,191572047,2019-06-06,1750,Midtown
9908,191572314,2019-06-06,2015,Poncey-Highland
9910,191570973,2019-06-06,1030,Mechanicsville
9912,191572251,2019-06-06,1950,English Avenue
9914,191570633,2019-06-05,1600,Hunter Hills
9915,191571137,2019-06-05,1500,Southwest
9916,191571288,2019-06-06,1315,East Atlanta
9917,191572484,2019-06-06,1900,Rebel Valley Forest
9919,191570707,2019-06-05,1935,Grant Park
9920,191572475,2019-06-06,2040,Campbellton Road
9921,191582225,2019-06-07,2245,Oakland City
9922,191580556,2019-06-06,1100,Princeton Lakes
9925,191580856,2019-06-07,1115,Ormewood Park
9927,191581484,2019-06-07,1200,Westview
9928,191581130,2019-06-07,1400,Vine City
9930,191581447,2019-06-07,1600,Blair Villa/Poole Creek
9932,191580779,2019-06-07,1030,Sylvan Hills
9933,191580736,2019-06-07,1000,Woodland Hills
9934,191581546,2019-06-07,1656,Ormewood Park
9935,191581269,2019-06-05,1700,Inman Park
9936,191581120,2019-05-31,1000,South River Gardens
9937,191581135,2019-05-31,2301,Fort McPherson
9939,191581608,2019-06-07,1734,West Lake
9941,191581624,2019-06-07,1540,Grant Park
9942,191580033,2019-06-06,2330,Downtown
9943,191580039,2019-06-06,2115,Midtown
9945,191580438,2019-06-06,2005,Wildwood (NPU-H)
9946,191580565,2019-06-06,1700,Virginia Highland
9947,191580636,2019-05-16,1200,Grant Park
9949,191580962,2019-06-07,1100,Garden Hills
9950,191580965,2019-06-06,2100,Edgewood
9952,191581084,2019-06-06,2300,Riverside
9953,191581143,2019-06-07,1350,Midtown
9954,191581179,2019-06-07,1230,Grant Park
9955,191581243,2019-06-07,1300,Underwood Hills
9956,191581449,2019-06-02,1600,Old Fourth Ward
9957,191581466,2019-06-07,1430,Downtown
9958,191581480,2019-06-07,1218,Downtown
9959,191581550,2019-06-07,1600,Midtown
9960,191581553,2019-06-07,1500,Piedmont Heights
9962,191582003,2019-06-07,1430,Adamsville
9963,191582061,2019-06-07,1930,Home Park
9964,191582207,2019-06-07,2200,Channing Valley
9965,191582229,2019-06-03,1700,Lakewood Heights
9966,191582281,2019-06-07,1104,Sweet Auburn
9967,191582334,2019-06-07,2230,Midtown
9968,191582345,2019-06-07,1938,Candler Park
9969,191582354,2019-06-07,2200,Virginia Highland
9970,191580500,2019-06-06,2200,Mechanicsville
9972,191581518,2019-06-07,1426,Underwood Hills
9973,191581737,2019-06-07,1834,West End
9974,191572541,2019-06-06,1745,Lake Claire
9975,191580887,2019-05-12,1200,Edgewood
9976,191580931,2019-06-06,2200,Grant Park
9977,191581076,2019-06-07,1322,Vine City
9978,191581397,2019-06-07,1500,Edgewood
9980,191591274,2019-06-08,1529,Lindbergh/Morosgo
9981,191591386,2019-06-07,1911,Kirkwood
9982,191591562,2019-06-08,1405,Lindbergh/Morosgo
9983,191591582,2019-06-08,1821,Adamsville
9984,191591827,2019-06-08,2006,Lenox
9986,191590849,2019-06-07,2000,Downtown
9987,191590908,2019-06-07,1432,Midtown
9988,191591927,2019-06-08,2130,West End
9990,191590188,2019-06-07,2200,South Tuxedo Park
9992,191590617,2019-06-07,1900,Mozley Park
9993,191590645,2019-06-07,2030,Edgewood
9995,191590710,2019-06-07,1900,Inman Park
9996,191590722,2019-06-07,1700,Inman Park
9997,191590922,2019-06-08,1100,Reynoldstown
9998,191590928,2019-06-07,1830,Downtown
10000,191591063,2019-06-07,2200,Downtown
10001,191591162,2019-06-08,1400,Garden Hills
10002,191591227,2019-06-02,1900,Loring Heights
10003,191591272,2019-06-08,1130,Downtown
10004,191591302,2019-06-08,1510,Pine Hills
10005,191591306,2019-06-08,1315,East Chastain Park
10006,191591349,2019-06-08,1317,North Buckhead
10008,191591473,2019-06-08,1339,Downtown
10009,191591508,2019-06-08,1545,Greenbriar
10010,191591676,2019-06-08,1700,Atlantic Station
10011,191591923,2019-06-08,2000,North Buckhead
10012,191592084,2019-06-08,2200,Candler Park
10013,191592085,2019-06-08,1325,Lindridge/Martin Manor
10014,191591041,2019-06-08,1300,Grove Park
10016,191591814,2019-06-08,2025,other
10017,191590028,2019-06-07,1600,Ansley Park
10019,191590932,2019-06-08,1201,Lakewood Heights
10020,191590954,2019-06-08,1215,Hunter Hills
10022,191590803,2019-06-05,1600,Reynoldstown
10024,191591684,2019-06-07,2300,Old Fourth Ward
10025,191591265,2019-06-08,1549,Norwood Manor
10026,191591848,2019-06-07,2300,Sylvan Hills
10027,191591987,2019-06-08,2213,Ashview Heights
10028,191591171,2019-06-08,1439,Ashview Heights
10029,191592020,2019-06-08,2240,South Atlanta
10030,191591030,2019-06-07,1300,Capitol View
